TRAAAAW128F429D538,ARD7TVE1187B99BFB1,0;41.5127775489 15.6629361483 -5.78968177137 -0.789844490216 -43.2349031926 15.1709474768 15.139038105 1.50500102987 6.58957054583 12.2985550978 -13.5632801236 5.44247991761 24.4737050371 3788.60888625 3451.70482456 2971.1255105 1059.24733893 1412.82158829 729.780433272 1291.2697201 730.046536082 582.562142538 601.389783913 314.556380132 59.7580684631 121.491441037 443.469745002 122.034834934 59.6821486247 41.9007520319 9.14964597109 148.669579966 2.89544398812 -49.488917798 -23.7526212757 193.941454547 312.604464502 341.465146957 -573.359859684 10.6711925015 137.449949863 79.2083462123 -53.4516632274 77.4879439363 20.049282823 67.4062705573 153.521431178 301.805129189 -369.602317234 -14.5260202382 -123.328323773 61.2332571541 51.2756101879 36.0415559795 14.9565392112 163.409247285 261.172462086 -71.8866109177 181.413871982 48.0445516818 -4.31180163777 -88.2019191366 24.4094643481 -707.373429972 281.540893929 -165.234131515 150.08495397 -18.3042791013 -2.58075911624 6.34917739199 -514.624173375 -301.381806737 11.5272563414 18.3771673096 -106.971667883 16.6681255373 -115.471077025 -6.98149825003 -432.128425307 105.546296609 -5.71835908532 -243.988537318 130.397594342 216.609819641 9.19885063392 43.8874495048 85.621982942 6.72582930051 99.4465588307 3.23716223161
TRAAABD128F429CF47,ARMJAGH1187FB546F3,1969;43.0710363636 -4.03539090909 23.5722927273 12.9235763636 -2.54503636364 5.05239454545 9.23815090909 -4.34597454545 5.22410363636 2.93566363636 -2.75263818182 1.72939636364 34.2550080023 1104.47135288 834.428626441 1595.06576641 640.815206643 849.654879656 404.345229655 385.177627311 308.695546038 282.664506012 259.467440898 146.412662083 -9.0049065741 114.899383978 -343.123688318 -113.128035391 -57.0795635867 105.792298669 -21.3606314428 -14.1063853833 -5.76991505433 3.59476063923 -37.5088927484 50.1122143008 -156.907710873 132.235279098 -275.52784468 8.80592669584 -40.6464287678 56.1581078787 -82.9425240552 17.8809633468 24.0650160844 -5.53523741626 143.149709973 58.081315438 -260.15165675 84.0871881813 43.3000871667 52.7539156374 79.2373563041 6.45227655994 8.25862959877 17.7321317939 132.518792952 -166.927768683 -2.07789503083 -56.418685051 -26.2639648908 -13.606855358 -0.72534269379 -53.4870636203 89.030422355 84.0937803937 77.0550493684 61.5124557094 1.50070093279 3.70594302365 216.763084886 -107.604732828 50.6135776951 -14.7231583147 -58.417835898 5.70479522312 -243.237328347 0.426137109571 -95.1971616661 57.8076419944 -2.47401799103 -25.7444142592 4.22721174089 64.3271724105 4.64304941116 86.6705599213 -13.4494650124 5.40052432744 -18.0253837501 8.43773776152
TRAAADZ128F9348C2E,ARKRRTF1187B9984DA,0;45.1308149466 -76.8233256228 50.7873291815 13.5098932384 -6.54925800712 -5.51424199288 1.88517793594 -8.96372953737 3.75986298932 -5.11795373665 8.44206939502 4.47717081851 17.9412693739 2505.02091519 2296.58508801 2221.43737179 1051.77608932 707.806616708 839.297783348 579.474670822 461.628651391 325.520472529 360.639376289 403.882976787 90.89656251 611.419603321 -862.873846455 -87.7041491381 -87.2900808593 102.765306382 -166.593983038 171.951274545 51.7195317479 37.1855372802 11.9745324534 98.5137017883 -494.316915835 76.4979594309 -283.972264127 7.89826815651 -127.671372528 34.6636032918 -46.9905747077 -42.3581892186 4.42969515251 -52.1680488451 -85.1423908596 -84.0247852678 176.182522506 73.1634269344 -91.3165122222 -26.8371819441 -80.9403322327 72.8530328541 -13.3847848268 -206.455338992 -148.103095504 -249.930678206 267.799710077 -104.585239044 130.398602112 20.5201588717 -19.747186642 -584.518297092 435.407820246 -178.964271323 136.267685137 29.1957274785 220.519093199 -41.152666238 429.314746634 228.071220061 -253.622574592 -52.2160307236 -54.7326305985 31.8905551999 -20.9565477898 133.790776995 -108.370697993 -17.5356582981 14.196329766 95.3447164643 -44.0679608375 131.381370631 10.0101931244 -71.8891855531 117.171678553 -9.92366439355 -79.3721026359 -4.88371172769
TRAAAEF128F4273421,AR7G5I41187FB4CE6C,1982;45.8002557856 41.1489866017 57.5992947625 5.69531425091 0.979892813642 -7.36007551766 -10.9171912302 -0.462271619976 -0.29941047503 -2.34037758831 0.261616321559 -2.42759805116 42.4119016321 1800.91344424 1142.56094616 997.569772157 846.979123669 485.860395463 488.964430133 306.233451337 660.165556572 228.984111787 156.177562886 347.652176311 -56.2758539575 -366.553546339 -3.03844292567 -249.307046854 -34.2527027959 7.25753269286 43.6558626163 -62.8194366275 72.669764907 -25.8101473304 29.5488828605 -23.0515921596 -263.162652865 -254.636960246 -318.700107621 12.3399593295 -2.24423489737 -135.193029924 -82.0973741356 31.1467163533 64.9649214422 -15.1166115732 422.937194911 127.763688272 61.0030319748 -22.3182915999 -35.1934629749 -35.6314227894 36.0777142274 135.111146531 60.7074155592 -32.1441048449 357.007500343 -67.3582122414 81.3401737303 -14.9093304822 27.7226311131 -16.1239887956 -11.2758300282 32.2197309889 34.6229811326 -23.1000397123 32.1368461107 -19.91500779 37.1700998221 -34.2000645279 147.797493343 -75.5807849545 -26.6069049373 42.3950594064 -62.8343466062 -17.6383010378 -534.321442259 -64.8412191691 -94.1166729683 234.992253393 86.1347577868 -100.733802437 87.3275443242 -77.4766064021 11.7783102455 32.4563970253 -135.61107317 19.6503103202 22.6184389334 47.6387319763
TRAAAFD128F92F423A,ARXR32B1187FB57099,2007;50.2515542348 27.8455839525 47.0913031204 11.0800356612 -43.5053506686 -17.9972526003 -5.28415007429 -11.7546433878 10.5128514116 2.1924576523 5.44842644874 1.70451560178 17.9012743337 509.493403648 1536.56177392 928.8334876 799.321848228 542.551217701 403.420191059 229.484924042 188.562702186 171.394030829 212.201170159 119.497074643 -8.9658791783 -59.8036206624 -165.339616018 78.641714575 63.8471968384 15.3372027671 -15.9843411205 43.6212247644 3.8507512437 -10.6319881344 4.40166057593 46.6021237335 -5.22065466371 -127.306273929 -242.701477681 -203.12757519 -4.71747555711 115.517741454 -33.8186050057 -8.42778511362 15.8495398545 -29.1755054647 97.4436323836 141.177529331 -192.564519331 4.68769897048 -18.5547860034 26.1407766566 4.72854353073 -6.45206501256 -6.79237134107 -55.5922820294 -128.02234274 -0.692664975534 -111.202411534 -61.9720492295 -39.0440792157 0.344602106035 -2.01709710682 -14.1433657024 -21.914038702 -9.15733944856 -23.6186572098 51.8671691793 -52.0356991115 -3.73402406551 -12.150013533 36.6490071329 -63.5602953497 63.9706770099 6.51777654115 -11.0331026072 -106.162105843 -44.7191867312 58.699253702 78.9778331751 -2.32345875681 -48.0811101084 -64.888940058 47.0066373506 3.08531861354 -14.1887300753 -21.1602204541 7.09349478859 -32.8133034652 -10.8242832252
TRAAAMO128F1481E7F,ARKFYS91187B98E58F,0;43.3988467066 -9.01992934132 7.33245868263 -13.0025473054 -5.6428491018 -11.5459592814 -15.0836790419 -9.38203353293 -2.1977988024 -4.38270419162 2.24223233533 9.43975568862 37.5048543386 1268.7132711 2051.21508019 1124.98560565 792.205321766 475.754332842 562.373661165 439.983104148 321.567125976 218.752824892 210.697037754 347.196470262 53.4879591284 92.5365600191 92.4329602238 44.2701035479 -49.3168100229 20.6553826728 81.2663386415 7.91765035328 9.74286501116 -40.8293923086 8.10188497769 68.0947745908 34.1223525399 178.668766843 -225.469698388 15.2992822465 37.0790277628 81.4997159773 -42.2509168582 -9.65013473865 11.5052139057 -4.54449530222 -74.8987864255 189.467587453 -18.4252306251 24.0918431549 36.5460659139 12.3250555572 -14.5869259275 54.2660231691 -59.2195704696 51.0779805858 160.755093342 -126.078856107 62.2388135188 -86.7336097015 -42.02601236 16.5767299522 26.9166662137 22.018321831 307.25654079 17.437428705 30.8741492095 13.0019558658 126.861196161 45.490646066 5.30011927336 -50.2967142531 58.8066283527 12.4013594409 -8.83845837493 22.6920641915 -60.9538370118 110.984260215 -136.99940632 4.85312189662 8.080866875 -77.6841782451 -60.3582981427 17.1164755604 7.6873770418 2.55587674256 -80.102051341 -16.4885489835 4.28896914198 17.1591646004
TRAAAMQ128F1460CD3,ARD0S291187B9B7BF5,0;30.7914656965 6.38163409563 14.7406444906 -12.6078752599 31.2660623701 28.7658835759 -34.7123762994 7.44409147609 -17.9677442827 7.30522453222 -11.1997172557 12.2276320166 66.8716783618 3499.57192887 2345.87031414 3637.08926836 1500.50877753 1752.28206522 935.37367266 1360.30776781 1381.1023171 711.638678141 785.13710417 371.071407579 -104.472954892 186.855115745 -233.122744872 291.271383388 -164.66736923 7.3282894811 -41.3304817551 317.225851481 184.146957055 -0.176645636534 -104.25419671 147.778174158 -281.646432858 508.717745524 -706.75572504 475.306977199 -256.798559291 213.080845619 -221.052133135 -118.600342918 63.2913297661 113.0400219 -893.02536221 292.242878088 -380.805467018 226.834090128 -351.459744974 212.876186901 -95.0174983238 62.820805063 21.9006963376 229.097835372 578.889109545 863.997757684 826.822492392 256.913663957 28.7181717191 2.59664122957 74.2131431127 -13.4448817609 -138.316044357 527.699204756 324.130208884 49.3774658059 56.5590461842 -69.5045682223 -431.323414698 332.471295822 -442.346844707 -145.714777811 -51.3117434138 -25.2769865698 -770.22548144 176.951723276 -769.987979656 169.365499671 42.0415345432 -349.912784036 163.482757551 117.151385058 -9.37037474437 119.586849916 -120.301643019 8.7953042493 -35.9577461995 -14.7793487262
TRAAAPK128E0786D96,AR10USD1187B99F3F1,0;41.1296394558 -59.7112465986 -38.2854489796 -28.7344778912 6.77388605442 -15.1742959184 9.56811904762 -2.4112244898 5.58304591837 -8.03742517007 -6.72741836735 -3.54492006803 31.5408789601 3582.70257536 1579.130185 1368.76243123 828.844173553 674.703507238 591.891974483 827.345828263 464.62139388 439.728298149 279.636998595 295.844782939 -17.6917181299 -593.865839177 -81.7797893904 -83.1784475673 -56.1351127578 -5.70164398856 58.4850809416 4.8236951875 -42.908447483 -61.6615851731 -2.34174799717 91.3559750065 -75.7553329681 -291.781960739 -98.4250585931 43.2522039676 -50.9364581585 -20.5368000055 -56.3530066595 14.528443239 10.6881552777 37.0480142942 543.59771148 278.916729717 -205.839995732 -89.8705094328 150.268355562 -72.2948146392 29.9616068207 33.1007053592 27.7753909571 81.5537664976 -226.585232064 -388.810036561 -27.8180537052 -69.3174607836 21.2186032833 -75.1287603994 30.1812520839 215.242454087 132.459142228 -14.8096421041 -77.2910245119 -57.6022419571 -72.6341019039 -47.6931010047 -371.290887352 118.938493918 33.467928023 3.66124912261 -24.9769662284 -37.5037572736 175.532463875 138.869867078 -193.419672291 -15.0293228035 23.6831427645 -277.276745441 43.0717541083 110.321036725 -3.57858248405 10.5278091914 85.7393604363 1.22821334975 -227.367167217 10.5290900306
TRAAARJ128F9320760,AR8ZCNI1187B9A069B,1984;40.6435449561 6.28190789474 34.6552083333 -1.2969375 -32.7627313596 -14.6124967105 7.70649232456 -8.35341008772 10.384 -1.95481359649 -0.409230263158 -4.8501995614 40.0721654513 1778.83007518 1098.77918917 630.749221857 703.78403918 420.873294206 312.081394992 381.856209252 240.410763769 236.032900299 177.670957741 201.467885633 0.883364188558 -236.244090447 -59.1146643489 -207.486742156 13.1446648076 25.3411634226 -1.98937122379 60.1997388727 -6.75963543688 -30.1065265081 6.40890351602 83.0211208457 -266.883896781 -100.501736041 -155.864870018 16.2941477875 94.6044122527 -9.53237189133 -40.0092556754 27.8167229265 -9.6420979913 11.4498496037 511.774435492 -9.16606498093 18.6281220449 124.393164351 56.1509184413 -34.8251361468 -10.9713170803 30.9114013622 0.192511823804 126.058377318 -10.9053909117 -207.02021145 6.50180339517 -157.88992325 8.4692031102 27.7491725009 12.6379236991 -83.0773841094 86.2719603984 -58.9474675027 6.33157181485 25.1418566813 23.8840885704 -22.4948831017 244.563999523 46.0245576926 90.1382948105 -93.6007980863 24.8486389875 -9.51000465882 32.8946527728 39.5596608689 -45.2678797057 48.8845990273 19.8635365532 13.5662188218 14.5492460305 -42.6720193794 -4.07786712694 -85.3952824878 -77.0046006225 3.38076288852 95.9489864262 9.62489423072
TRAAAVG12903CFA543,ARNTLGG11E2835DDB9,0;42.0280682788 21.4655206259 -10.3818648649 60.4222204836 -1.90691180654 -15.4503492176 11.9289530583 13.3743257468 3.68217283073 12.1406635846 5.97214935989 -6.36916927454 40.3075701178 4121.05662325 4204.63389023 4496.07429387 1785.58974111 2195.08114133 606.168844818 695.188158177 268.58474612 455.767153778 777.517233464 301.958283413 191.911417678 -414.940794626 -2081.07667363 -1186.74573918 519.651604698 338.239337246 -87.6073515356 68.1451399714 15.2711366646 99.0393888047 -194.923920431 -58.6217433893 -1063.98158405 1680.56856042 -666.232183391 -19.4999151396 331.556672847 50.3497654224 -10.7986315394 40.8890985379 -5.48817690539 -94.7891433496 1112.67080225 290.526536214 -687.693070723 299.575092274 54.930981281 24.2564328276 39.3476095563 -23.4539583202 -12.7068822893 573.005538585 357.11523451 47.4794503957 -4.06341395547 80.0616116412 279.77763257 -184.849516763 3.7631956623 -30.0386284752 162.747289424 -127.577085951 -267.760248878 656.872789901 -37.1217996976 23.8430764616 -191.641363484 179.661646435 181.455073838 252.752462847 -267.235959042 -59.6481397013 -364.92519189 -260.66547471 -839.514592398 -308.275623517 -15.0107725015 -539.41235904 332.260632788 161.535896568 -33.0130155905 166.087598407 -385.25314759 19.8456851272 66.8418117216 33.5334814685
