42.0,1764.0
55.0,445.0
76.0,305.0
76.0,381.0
76.0,538.0
82.0,282.0
90.0,533.0
90.0,893.0
117.0,408.0
130.0,130.0
130.0,419.0
179.0,845.0
179.0,401.0
221.0,221.0
232.0,1425.0
267.0,205.0
281.0,281.0
281.0,1590.0
283.0,440.0
283.0,1785.0
290.0,1177.0
313.0,55.0
319.0,532.0
325.0,54.0
473.0,948.0
473.0,560.0
485.0,54.0
500.0,500.0
500.0,401.0
552.0,599.0
561.0,1314.0
567.0,199.0
597.0,1787.0
612.0,835.0
662.0,1574.0
686.0,199.0
686.0,1214.0
718.0,718.0
797.0,1062.0
814.0,814.0
825.0,1697.0
825.0,737.0
901.0,53.0
913.0,495.0
934.0,1390.0
993.0,365.0
997.0,1655.0
1007.0,1619.0
1017.0,373.0
1021.0,1014.0
1021.0,1014.0
1083.0,790.0
1103.0,594.0
1105.0,1109.0
1224.0,1574.0
1227.0,718.0
1261.0,628.0
1281.0,894.0
1292.0,860.0
1326.0,872.0
1360.0,357.0
1360.0,247.0
1384.0,1480.0
1384.0,1483.0
1412.0,1407.0
1419.0,737.0
1438.0,1376.0
1459.0,568.0
1466.0,1466.0
1474.0,1698.0
1474.0,1208.0
1477.0,294.0
1492.0,1065.0
1492.0,1492.0
1492.0,1065.0
1492.0,1492.0
1500.0,238.0
1500.0,1500.0
1500.0,1680.0
1500.0,1481.0
1516.0,488.0
1529.0,314.0
1529.0,1529.0
1529.0,1529.0
1547.0,729.0
1547.0,919.0
1554.0,1436.0
1603.0,1603.0
1617.0,840.0
1622.0,445.0
1676.0,1531.0
1683.0,882.0
1700.0,1201.0
1755.0,949.0
1755.0,903.0
